song_name,name,song_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
its different now,Futuristic,6H5TYO99H0twhaMrtAHjoK,41,0.618,0.588,1,-10.818,0,0.443,0.423,1.32e-06,0.226,0.487,172.253,audio_features,6H5TYO99H0twhaMrtAHjoK,spotify:track:6H5TYO99H0twhaMrtAHjoK,https://api.spotify.com/v1/tracks/6H5TYO99H0twhaMrtAHjoK,https://api.spotify.com/v1/audio-analysis/6H5TYO99H0twhaMrtAHjoK,202326,4
its different now,Phora,6H5TYO99H0twhaMrtAHjoK,41,0.618,0.588,1,-10.818,0,0.443,0.423,1.32e-06,0.226,0.487,172.253,audio_features,6H5TYO99H0twhaMrtAHjoK,spotify:track:6H5TYO99H0twhaMrtAHjoK,https://api.spotify.com/v1/tracks/6H5TYO99H0twhaMrtAHjoK,https://api.spotify.com/v1/audio-analysis/6H5TYO99H0twhaMrtAHjoK,202326,4
Parted Ways,Arizona Zervas,3Sx8k6SH4gqMMjS7nqLcJR,46,0.854,0.324,2,-7.634,1,0.0741,0.133,9.13e-05,0.0876,0.0734,132.963,audio_features,3Sx8k6SH4gqMMjS7nqLcJR,spotify:track:3Sx8k6SH4gqMMjS7nqLcJR,https://api.spotify.com/v1/tracks/3Sx8k6SH4gqMMjS7nqLcJR,https://api.spotify.com/v1/audio-analysis/3Sx8k6SH4gqMMjS7nqLcJR,205714,4
Parted Ways,Arye,3Sx8k6SH4gqMMjS7nqLcJR,46,0.854,0.324,2,-7.634,1,0.0741,0.133,9.13e-05,0.0876,0.0734,132.963,audio_features,3Sx8k6SH4gqMMjS7nqLcJR,spotify:track:3Sx8k6SH4gqMMjS7nqLcJR,https://api.spotify.com/v1/tracks/3Sx8k6SH4gqMMjS7nqLcJR,https://api.spotify.com/v1/audio-analysis/3Sx8k6SH4gqMMjS7nqLcJR,205714,4
Car Radio,Twenty One Pilots,5cbpoIu3YjoOwbBDGUEp3P,70,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,audio_features,5cbpoIu3YjoOwbBDGUEp3P,spotify:track:5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/tracks/5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/audio-analysis/5cbpoIu3YjoOwbBDGUEp3P,267720,4
Backslide,Twenty One Pilots,62aSL7D64td5wr09L6iFiV,78,0.684,0.652,3,-6.258,1,0.26,0.128,0.0,0.0719,0.541,85.104,audio_features,62aSL7D64td5wr09L6iFiV,spotify:track:62aSL7D64td5wr09L6iFiV,https://api.spotify.com/v1/tracks/62aSL7D64td5wr09L6iFiV,https://api.spotify.com/v1/audio-analysis/62aSL7D64td5wr09L6iFiV,180000,4
lost boys,mgk,6BTYi4q1Vpmr4BMcY8KUdC,66,0.649,0.386,7,-9.664,1,0.0481,0.749,0.0,0.111,0.295,78.061,audio_features,6BTYi4q1Vpmr4BMcY8KUdC,spotify:track:6BTYi4q1Vpmr4BMcY8KUdC,https://api.spotify.com/v1/tracks/6BTYi4q1Vpmr4BMcY8KUdC,https://api.spotify.com/v1/audio-analysis/6BTYi4q1Vpmr4BMcY8KUdC,161228,4
lost boys,Trippie Redd,6BTYi4q1Vpmr4BMcY8KUdC,66,0.649,0.386,7,-9.664,1,0.0481,0.749,0.0,0.111,0.295,78.061,audio_features,6BTYi4q1Vpmr4BMcY8KUdC,spotify:track:6BTYi4q1Vpmr4BMcY8KUdC,https://api.spotify.com/v1/tracks/6BTYi4q1Vpmr4BMcY8KUdC,https://api.spotify.com/v1/audio-analysis/6BTYi4q1Vpmr4BMcY8KUdC,161228,4
Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,85,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,audio_features,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,202333,4
I Don't Wanna Lose,Classified,72HjQbtNlsEnvUg5VNeueD,37,0.545,0.772,6,-7.137,0,0.354,0.0101,0.0,0.222,0.63,170.061,audio_features,72HjQbtNlsEnvUg5VNeueD,spotify:track:72HjQbtNlsEnvUg5VNeueD,https://api.spotify.com/v1/tracks/72HjQbtNlsEnvUg5VNeueD,https://api.spotify.com/v1/audio-analysis/72HjQbtNlsEnvUg5VNeueD,180000,4
I Like The View,Ferris,3onraXepRqhcCDKMUg5P4B,25,0.795,0.622,8,-7.68,0,0.058,0.0774,0.0,0.0805,0.509,93.019,audio_features,3onraXepRqhcCDKMUg5P4B,spotify:track:3onraXepRqhcCDKMUg5P4B,https://api.spotify.com/v1/tracks/3onraXepRqhcCDKMUg5P4B,https://api.spotify.com/v1/audio-analysis/3onraXepRqhcCDKMUg5P4B,134554,4
Guns for Hands,Twenty One Pilots,4RdRa3qq0GBSKjomxrkh5K,65,0.684,0.858,1,-4.266,1,0.0342,0.00694,0.000167,0.0828,0.518,129.963,audio_features,4RdRa3qq0GBSKjomxrkh5K,spotify:track:4RdRa3qq0GBSKjomxrkh5K,https://api.spotify.com/v1/tracks/4RdRa3qq0GBSKjomxrkh5K,https://api.spotify.com/v1/audio-analysis/4RdRa3qq0GBSKjomxrkh5K,273336,4
The Come Down,Son Kuma,7L4GHhA23hSo9wBSo62Gc2,34,0.704,0.705,4,-5.167,0,0.0306,0.015,0.0,0.101,0.127,137.024,audio_features,7L4GHhA23hSo9wBSo62Gc2,spotify:track:7L4GHhA23hSo9wBSo62Gc2,https://api.spotify.com/v1/tracks/7L4GHhA23hSo9wBSo62Gc2,https://api.spotify.com/v1/audio-analysis/7L4GHhA23hSo9wBSo62Gc2,200146,4
Yaya,Bobby Brackins,39X2ONfyFCTLrIv0fEGYtd,0,0.661,0.766,1,-4.094,0,0.204,0.0666,0.0,0.825,0.746,101.071,audio_features,39X2ONfyFCTLrIv0fEGYtd,spotify:track:39X2ONfyFCTLrIv0fEGYtd,https://api.spotify.com/v1/tracks/39X2ONfyFCTLrIv0fEGYtd,https://api.spotify.com/v1/audio-analysis/39X2ONfyFCTLrIv0fEGYtd,166414,4
Yaya,Eric Bellinger,39X2ONfyFCTLrIv0fEGYtd,0,0.661,0.766,1,-4.094,0,0.204,0.0666,0.0,0.825,0.746,101.071,audio_features,39X2ONfyFCTLrIv0fEGYtd,spotify:track:39X2ONfyFCTLrIv0fEGYtd,https://api.spotify.com/v1/tracks/39X2ONfyFCTLrIv0fEGYtd,https://api.spotify.com/v1/audio-analysis/39X2ONfyFCTLrIv0fEGYtd,166414,4
Forever Gone (Full Vox),Rausch,2QVqKP3d5xyTxIQ0iqoMja,10,0.604,0.849,6,-3.121,0,0.258,0.209,0.00569,0.431,0.268,150.023,audio_features,2QVqKP3d5xyTxIQ0iqoMja,spotify:track:2QVqKP3d5xyTxIQ0iqoMja,https://api.spotify.com/v1/tracks/2QVqKP3d5xyTxIQ0iqoMja,https://api.spotify.com/v1/audio-analysis/2QVqKP3d5xyTxIQ0iqoMja,189600,4
Forever Gone (Full Vox),Saysha,2QVqKP3d5xyTxIQ0iqoMja,10,0.604,0.849,6,-3.121,0,0.258,0.209,0.00569,0.431,0.268,150.023,audio_features,2QVqKP3d5xyTxIQ0iqoMja,spotify:track:2QVqKP3d5xyTxIQ0iqoMja,https://api.spotify.com/v1/tracks/2QVqKP3d5xyTxIQ0iqoMja,https://api.spotify.com/v1/audio-analysis/2QVqKP3d5xyTxIQ0iqoMja,189600,4
Whiplash,Bobby Brackins,6QUwTPOZW7Zk9OklhYP68k,0,0.841,0.495,1,-9.739,0,0.0697,0.00944,0.000331,0.0747,0.461,85.978,audio_features,6QUwTPOZW7Zk9OklhYP68k,spotify:track:6QUwTPOZW7Zk9OklhYP68k,https://api.spotify.com/v1/tracks/6QUwTPOZW7Zk9OklhYP68k,https://api.spotify.com/v1/audio-analysis/6QUwTPOZW7Zk9OklhYP68k,128372,4
Next Semester,Twenty One Pilots,6dXtpfUR2xV0gnjp9nGkRX,66,0.234,0.823,4,-5.042,1,0.135,0.0225,1.7e-05,0.11,0.127,174.916,audio_features,6dXtpfUR2xV0gnjp9nGkRX,spotify:track:6dXtpfUR2xV0gnjp9nGkRX,https://api.spotify.com/v1/tracks/6dXtpfUR2xV0gnjp9nGkRX,https://api.spotify.com/v1/audio-analysis/6dXtpfUR2xV0gnjp9nGkRX,234400,4
Dance With Your Ghost,ZEVY,2LKTBOPA0yNjmAfMjBw0is,37,0.637,0.932,11,-3.646,1,0.0369,0.0221,0.0,0.348,0.346,125.033,audio_features,2LKTBOPA0yNjmAfMjBw0is,spotify:track:2LKTBOPA0yNjmAfMjBw0is,https://api.spotify.com/v1/tracks/2LKTBOPA0yNjmAfMjBw0is,https://api.spotify.com/v1/audio-analysis/2LKTBOPA0yNjmAfMjBw0is,176640,4
Dance With Your Ghost,Ferris,2LKTBOPA0yNjmAfMjBw0is,37,0.637,0.932,11,-3.646,1,0.0369,0.0221,0.0,0.348,0.346,125.033,audio_features,2LKTBOPA0yNjmAfMjBw0is,spotify:track:2LKTBOPA0yNjmAfMjBw0is,https://api.spotify.com/v1/tracks/2LKTBOPA0yNjmAfMjBw0is,https://api.spotify.com/v1/audio-analysis/2LKTBOPA0yNjmAfMjBw0is,176640,4
Ode to Sleep,Twenty One Pilots,773xZHHSHJvC1z3AAtWgH6,62,0.446,0.76,7,-3.608,1,0.0453,0.00891,0.000108,0.232,0.512,150.033,audio_features,773xZHHSHJvC1z3AAtWgH6,spotify:track:773xZHHSHJvC1z3AAtWgH6,https://api.spotify.com/v1/tracks/773xZHHSHJvC1z3AAtWgH6,https://api.spotify.com/v1/audio-analysis/773xZHHSHJvC1z3AAtWgH6,308388,4
Faithful,Bobby Brackins,68b2hCiWUHIJS6wuAiBbL2,25,0.681,0.687,1,-5.451,0,0.0278,0.000636,0.0,0.256,0.731,98.039,audio_features,68b2hCiWUHIJS6wuAiBbL2,spotify:track:68b2hCiWUHIJS6wuAiBbL2,https://api.spotify.com/v1/tracks/68b2hCiWUHIJS6wuAiBbL2,https://api.spotify.com/v1/audio-analysis/68b2hCiWUHIJS6wuAiBbL2,239388,4
Faithful,Ty Dolla $ign,68b2hCiWUHIJS6wuAiBbL2,25,0.681,0.687,1,-5.451,0,0.0278,0.000636,0.0,0.256,0.731,98.039,audio_features,68b2hCiWUHIJS6wuAiBbL2,spotify:track:68b2hCiWUHIJS6wuAiBbL2,https://api.spotify.com/v1/tracks/68b2hCiWUHIJS6wuAiBbL2,https://api.spotify.com/v1/audio-analysis/68b2hCiWUHIJS6wuAiBbL2,239388,4
SLEEPY,FUFU,1fKxvkSJaVD5qNSdKTQsFX,37,0.623,0.566,11,-6.63,0,0.0753,0.0701,0.0,0.107,0.505,134.09,audio_features,1fKxvkSJaVD5qNSdKTQsFX,spotify:track:1fKxvkSJaVD5qNSdKTQsFX,https://api.spotify.com/v1/tracks/1fKxvkSJaVD5qNSdKTQsFX,https://api.spotify.com/v1/audio-analysis/1fKxvkSJaVD5qNSdKTQsFX,187552,4
That's My Girl,Russ,2V0Vlkbb6fUEHl1gk8Lwr6,74,0.952,0.494,10,-8.869,0,0.0826,0.0757,0.0,0.0545,0.597,102.998,audio_features,2V0Vlkbb6fUEHl1gk8Lwr6,spotify:track:2V0Vlkbb6fUEHl1gk8Lwr6,https://api.spotify.com/v1/tracks/2V0Vlkbb6fUEHl1gk8Lwr6,https://api.spotify.com/v1/audio-analysis/2V0Vlkbb6fUEHl1gk8Lwr6,134126,4
Amnesia,Classified,3kbZZTCsqBdJFfQAYCYdPb,45,0.755,0.677,2,-5.366,1,0.152,0.181,0.0,0.389,0.635,97.977,audio_features,3kbZZTCsqBdJFfQAYCYdPb,spotify:track:3kbZZTCsqBdJFfQAYCYdPb,https://api.spotify.com/v1/tracks/3kbZZTCsqBdJFfQAYCYdPb,https://api.spotify.com/v1/audio-analysis/3kbZZTCsqBdJFfQAYCYdPb,173235,4
Bad One,Bobby Brackins,7wwVm1hvvL8130mfmphuiV,42,0.677,0.659,11,-6.601,0,0.051,0.00393,0.0,0.481,0.333,95.983,audio_features,7wwVm1hvvL8130mfmphuiV,spotify:track:7wwVm1hvvL8130mfmphuiV,https://api.spotify.com/v1/tracks/7wwVm1hvvL8130mfmphuiV,https://api.spotify.com/v1/audio-analysis/7wwVm1hvvL8130mfmphuiV,154494,4
Bad One,Marc E. Bassy,7wwVm1hvvL8130mfmphuiV,42,0.677,0.659,11,-6.601,0,0.051,0.00393,0.0,0.481,0.333,95.983,audio_features,7wwVm1hvvL8130mfmphuiV,spotify:track:7wwVm1hvvL8130mfmphuiV,https://api.spotify.com/v1/tracks/7wwVm1hvvL8130mfmphuiV,https://api.spotify.com/v1/audio-analysis/7wwVm1hvvL8130mfmphuiV,154494,4
People,Classified,1GhiK4bXHlY6I72H2m64kZ,34,0.729,0.662,8,-7.763,1,0.232,0.0161,0.0,0.146,0.293,138.843,audio_features,1GhiK4bXHlY6I72H2m64kZ,spotify:track:1GhiK4bXHlY6I72H2m64kZ,https://api.spotify.com/v1/tracks/1GhiK4bXHlY6I72H2m64kZ,https://api.spotify.com/v1/audio-analysis/1GhiK4bXHlY6I72H2m64kZ,190951,4
Dirty Rooms,Anthony Russo,6zwDfl5TPs8VO0KxiCipJN,19,0.543,0.498,6,-12.359,0,0.686,0.579,0.0,0.0473,0.472,78.193,audio_features,6zwDfl5TPs8VO0KxiCipJN,spotify:track:6zwDfl5TPs8VO0KxiCipJN,https://api.spotify.com/v1/tracks/6zwDfl5TPs8VO0KxiCipJN,https://api.spotify.com/v1/audio-analysis/6zwDfl5TPs8VO0KxiCipJN,221551,4
Love Love,Two Friends,6bCRq6dymqY47l4uEjS0Pc,47,0.702,0.711,8,-5.658,1,0.0456,0.0891,0.0,0.134,0.69,122.017,audio_features,6bCRq6dymqY47l4uEjS0Pc,spotify:track:6bCRq6dymqY47l4uEjS0Pc,https://api.spotify.com/v1/tracks/6bCRq6dymqY47l4uEjS0Pc,https://api.spotify.com/v1/audio-analysis/6bCRq6dymqY47l4uEjS0Pc,160451,4
Love Love,Ferris,6bCRq6dymqY47l4uEjS0Pc,47,0.702,0.711,8,-5.658,1,0.0456,0.0891,0.0,0.134,0.69,122.017,audio_features,6bCRq6dymqY47l4uEjS0Pc,spotify:track:6bCRq6dymqY47l4uEjS0Pc,https://api.spotify.com/v1/tracks/6bCRq6dymqY47l4uEjS0Pc,https://api.spotify.com/v1/audio-analysis/6bCRq6dymqY47l4uEjS0Pc,160451,4
I'm Sorry,Joyner Lucas,3dqxngWDgh4tb0VSb83nvc,54,0.746,0.576,8,-7.461,1,0.414,0.252,0.0,0.074,0.337,110.2,audio_features,3dqxngWDgh4tb0VSb83nvc,spotify:track:3dqxngWDgh4tb0VSb83nvc,https://api.spotify.com/v1/tracks/3dqxngWDgh4tb0VSb83nvc,https://api.spotify.com/v1/audio-analysis/3dqxngWDgh4tb0VSb83nvc,349785,4
Anti,SOB X RBE,3BVC9lRwjgKrWwDxgFAKA8,57,0.702,0.786,7,-6.842,0,0.747,0.325,0.0,0.0682,0.65,132.85,audio_features,3BVC9lRwjgKrWwDxgFAKA8,spotify:track:3BVC9lRwjgKrWwDxgFAKA8,https://api.spotify.com/v1/tracks/3BVC9lRwjgKrWwDxgFAKA8,https://api.spotify.com/v1/audio-analysis/3BVC9lRwjgKrWwDxgFAKA8,169017,3
Venom,Croosh,2ia7090kbgHA3YMI7zks6w,30,0.732,0.546,2,-8.246,0,0.118,0.412,0.0,0.106,0.724,75.037,audio_features,2ia7090kbgHA3YMI7zks6w,spotify:track:2ia7090kbgHA3YMI7zks6w,https://api.spotify.com/v1/tracks/2ia7090kbgHA3YMI7zks6w,https://api.spotify.com/v1/audio-analysis/2ia7090kbgHA3YMI7zks6w,128000,4
Ghost Stories,Anthony Russo,1ZRc8utU5r78orWagB0czD,0,0.684,0.279,7,-11.9,1,0.137,0.885,1.43e-05,0.159,0.0727,120.029,audio_features,1ZRc8utU5r78orWagB0czD,spotify:track:1ZRc8utU5r78orWagB0czD,https://api.spotify.com/v1/tracks/1ZRc8utU5r78orWagB0czD,https://api.spotify.com/v1/audio-analysis/1ZRc8utU5r78orWagB0czD,194000,4
Do You There (feat. Marc E. Bassy),Skizzy Mars,0MuqFuh4MerIiFsYWuEFaP,42,0.523,0.842,1,-5.529,0,0.165,0.0191,0.0,0.139,0.443,149.974,audio_features,0MuqFuh4MerIiFsYWuEFaP,spotify:track:0MuqFuh4MerIiFsYWuEFaP,https://api.spotify.com/v1/tracks/0MuqFuh4MerIiFsYWuEFaP,https://api.spotify.com/v1/audio-analysis/0MuqFuh4MerIiFsYWuEFaP,287667,4
Do You There (feat. Marc E. Bassy),Marc E. Bassy,0MuqFuh4MerIiFsYWuEFaP,42,0.523,0.842,1,-5.529,0,0.165,0.0191,0.0,0.139,0.443,149.974,audio_features,0MuqFuh4MerIiFsYWuEFaP,spotify:track:0MuqFuh4MerIiFsYWuEFaP,https://api.spotify.com/v1/tracks/0MuqFuh4MerIiFsYWuEFaP,https://api.spotify.com/v1/audio-analysis/0MuqFuh4MerIiFsYWuEFaP,287667,4
Brazy,Dheezy,3KgZnQvvfw3Byd5gSBwP58,38,0.704,0.647,2,-8.533,1,0.369,0.0562,0.0,0.0641,0.503,132.873,audio_features,3KgZnQvvfw3Byd5gSBwP58,spotify:track:3KgZnQvvfw3Byd5gSBwP58,https://api.spotify.com/v1/tracks/3KgZnQvvfw3Byd5gSBwP58,https://api.spotify.com/v1/audio-analysis/3KgZnQvvfw3Byd5gSBwP58,249000,4
Brazy,Trippie Redd,3KgZnQvvfw3Byd5gSBwP58,38,0.704,0.647,2,-8.533,1,0.369,0.0562,0.0,0.0641,0.503,132.873,audio_features,3KgZnQvvfw3Byd5gSBwP58,spotify:track:3KgZnQvvfw3Byd5gSBwP58,https://api.spotify.com/v1/tracks/3KgZnQvvfw3Byd5gSBwP58,https://api.spotify.com/v1/audio-analysis/3KgZnQvvfw3Byd5gSBwP58,249000,4
Brazy,M-Strange,3KgZnQvvfw3Byd5gSBwP58,38,0.704,0.647,2,-8.533,1,0.369,0.0562,0.0,0.0641,0.503,132.873,audio_features,3KgZnQvvfw3Byd5gSBwP58,spotify:track:3KgZnQvvfw3Byd5gSBwP58,https://api.spotify.com/v1/tracks/3KgZnQvvfw3Byd5gSBwP58,https://api.spotify.com/v1/audio-analysis/3KgZnQvvfw3Byd5gSBwP58,249000,4
OB (feat. Marc E. Bassy),Bobby Brackins,125jfSaMtVmDJYatZtnCvv,5,0.577,0.625,11,-9.599,0,0.0812,0.0738,0.0,0.0807,0.388,95.047,audio_features,125jfSaMtVmDJYatZtnCvv,spotify:track:125jfSaMtVmDJYatZtnCvv,https://api.spotify.com/v1/tracks/125jfSaMtVmDJYatZtnCvv,https://api.spotify.com/v1/audio-analysis/125jfSaMtVmDJYatZtnCvv,183005,4
OB (feat. Marc E. Bassy),Marc E. Bassy,125jfSaMtVmDJYatZtnCvv,5,0.577,0.625,11,-9.599,0,0.0812,0.0738,0.0,0.0807,0.388,95.047,audio_features,125jfSaMtVmDJYatZtnCvv,spotify:track:125jfSaMtVmDJYatZtnCvv,https://api.spotify.com/v1/tracks/125jfSaMtVmDJYatZtnCvv,https://api.spotify.com/v1/audio-analysis/125jfSaMtVmDJYatZtnCvv,183005,4
UWU,KEAN DYSSO,2hEvprCpAmAHntykQRhw1t,45,0.559,0.763,8,-7.545,0,0.171,0.00129,0.726,0.397,0.304,220.085,audio_features,2hEvprCpAmAHntykQRhw1t,spotify:track:2hEvprCpAmAHntykQRhw1t,https://api.spotify.com/v1/tracks/2hEvprCpAmAHntykQRhw1t,https://api.spotify.com/v1/audio-analysis/2hEvprCpAmAHntykQRhw1t,115795,4
Good Vibes,Ferris,2aIxQGT0FTfVAabumG7Xvh,33,0.568,0.718,4,-4.831,1,0.0937,0.587,0.0,0.48,0.818,80.456,audio_features,2aIxQGT0FTfVAabumG7Xvh,spotify:track:2aIxQGT0FTfVAabumG7Xvh,https://api.spotify.com/v1/tracks/2aIxQGT0FTfVAabumG7Xvh,https://api.spotify.com/v1/audio-analysis/2aIxQGT0FTfVAabumG7Xvh,166025,4
Issues (feat. G-Eazy),Skizzy Mars,66ULrJrVOqNULMRkMhff87,50,0.707,0.701,9,-5.962,1,0.0432,0.198,0.0,0.0985,0.455,97.982,audio_features,66ULrJrVOqNULMRkMhff87,spotify:track:66ULrJrVOqNULMRkMhff87,https://api.spotify.com/v1/tracks/66ULrJrVOqNULMRkMhff87,https://api.spotify.com/v1/audio-analysis/66ULrJrVOqNULMRkMhff87,184878,4
Issues (feat. G-Eazy),G-Eazy,66ULrJrVOqNULMRkMhff87,50,0.707,0.701,9,-5.962,1,0.0432,0.198,0.0,0.0985,0.455,97.982,audio_features,66ULrJrVOqNULMRkMhff87,spotify:track:66ULrJrVOqNULMRkMhff87,https://api.spotify.com/v1/tracks/66ULrJrVOqNULMRkMhff87,https://api.spotify.com/v1/audio-analysis/66ULrJrVOqNULMRkMhff87,184878,4
more than life (feat. glaive),mgk,7IRe1bo7Zm0q5Fn9MlNMZM,58,0.503,0.795,7,-5.355,0,0.0856,0.118,0.0,0.103,0.414,144.005,audio_features,7IRe1bo7Zm0q5Fn9MlNMZM,spotify:track:7IRe1bo7Zm0q5Fn9MlNMZM,https://api.spotify.com/v1/tracks/7IRe1bo7Zm0q5Fn9MlNMZM,https://api.spotify.com/v1/audio-analysis/7IRe1bo7Zm0q5Fn9MlNMZM,196466,4
more than life (feat. glaive),glaive,7IRe1bo7Zm0q5Fn9MlNMZM,58,0.503,0.795,7,-5.355,0,0.0856,0.118,0.0,0.103,0.414,144.005,audio_features,7IRe1bo7Zm0q5Fn9MlNMZM,spotify:track:7IRe1bo7Zm0q5Fn9MlNMZM,https://api.spotify.com/v1/tracks/7IRe1bo7Zm0q5Fn9MlNMZM,https://api.spotify.com/v1/audio-analysis/7IRe1bo7Zm0q5Fn9MlNMZM,196466,4
California,Anthony Russo,6ae29ZzSPYq61ARnOn3CGh,42,0.737,0.493,10,-7.224,1,0.0592,0.263,0.0,0.247,0.364,142.003,audio_features,6ae29ZzSPYq61ARnOn3CGh,spotify:track:6ae29ZzSPYq61ARnOn3CGh,https://api.spotify.com/v1/tracks/6ae29ZzSPYq61ARnOn3CGh,https://api.spotify.com/v1/audio-analysis/6ae29ZzSPYq61ARnOn3CGh,189296,4
Big Stunts,Marty Grimes,5raObX9aD4421uPCEU7uy3,26,0.818,0.749,1,-4.598,1,0.116,0.00705,0.0,0.0913,0.482,111.348,audio_features,5raObX9aD4421uPCEU7uy3,spotify:track:5raObX9aD4421uPCEU7uy3,https://api.spotify.com/v1/tracks/5raObX9aD4421uPCEU7uy3,https://api.spotify.com/v1/audio-analysis/5raObX9aD4421uPCEU7uy3,195449,5
Big Stunts,G-Eazy,5raObX9aD4421uPCEU7uy3,26,0.818,0.749,1,-4.598,1,0.116,0.00705,0.0,0.0913,0.482,111.348,audio_features,5raObX9aD4421uPCEU7uy3,spotify:track:5raObX9aD4421uPCEU7uy3,https://api.spotify.com/v1/tracks/5raObX9aD4421uPCEU7uy3,https://api.spotify.com/v1/audio-analysis/5raObX9aD4421uPCEU7uy3,195449,5
King Wavy (feat. G-Eazy),KYLE,7jVKBOFb76u3HzaJ2vaKPW,0,0.765,0.484,1,-13.097,0,0.296,0.121,0.0,0.293,0.536,111.946,audio_features,7jVKBOFb76u3HzaJ2vaKPW,spotify:track:7jVKBOFb76u3HzaJ2vaKPW,https://api.spotify.com/v1/tracks/7jVKBOFb76u3HzaJ2vaKPW,https://api.spotify.com/v1/audio-analysis/7jVKBOFb76u3HzaJ2vaKPW,184571,4
King Wavy (feat. G-Eazy),G-Eazy,7jVKBOFb76u3HzaJ2vaKPW,0,0.765,0.484,1,-13.097,0,0.296,0.121,0.0,0.293,0.536,111.946,audio_features,7jVKBOFb76u3HzaJ2vaKPW,spotify:track:7jVKBOFb76u3HzaJ2vaKPW,https://api.spotify.com/v1/tracks/7jVKBOFb76u3HzaJ2vaKPW,https://api.spotify.com/v1/audio-analysis/7jVKBOFb76u3HzaJ2vaKPW,184571,4
Kinda Like It Now,MOD SUN,1iiC6UjT3ueAj5f9BA48d7,34,0.657,0.605,7,-5.77,1,0.0302,0.021,0.0,0.233,0.29,132.972,audio_features,1iiC6UjT3ueAj5f9BA48d7,spotify:track:1iiC6UjT3ueAj5f9BA48d7,https://api.spotify.com/v1/tracks/1iiC6UjT3ueAj5f9BA48d7,https://api.spotify.com/v1/audio-analysis/1iiC6UjT3ueAj5f9BA48d7,151787,4
Tired,Russ,5hMVbntOZ4uh1gQkL6hFka,63,0.75,0.618,3,-9.825,1,0.0682,0.625,4.74e-06,0.0408,0.745,75.015,audio_features,5hMVbntOZ4uh1gQkL6hFka,spotify:track:5hMVbntOZ4uh1gQkL6hFka,https://api.spotify.com/v1/tracks/5hMVbntOZ4uh1gQkL6hFka,https://api.spotify.com/v1/audio-analysis/5hMVbntOZ4uh1gQkL6hFka,143000,4
Hot Box,Bobby Brackins,1N2G6R3Rtbr7gLCL4j4d1p,27,0.635,0.679,6,-5.163,1,0.0604,0.00845,0.0,0.165,0.453,101.004,audio_features,1N2G6R3Rtbr7gLCL4j4d1p,spotify:track:1N2G6R3Rtbr7gLCL4j4d1p,https://api.spotify.com/v1/tracks/1N2G6R3Rtbr7gLCL4j4d1p,https://api.spotify.com/v1/audio-analysis/1N2G6R3Rtbr7gLCL4j4d1p,258022,4
Hot Box,G-Eazy,1N2G6R3Rtbr7gLCL4j4d1p,27,0.635,0.679,6,-5.163,1,0.0604,0.00845,0.0,0.165,0.453,101.004,audio_features,1N2G6R3Rtbr7gLCL4j4d1p,spotify:track:1N2G6R3Rtbr7gLCL4j4d1p,https://api.spotify.com/v1/tracks/1N2G6R3Rtbr7gLCL4j4d1p,https://api.spotify.com/v1/audio-analysis/1N2G6R3Rtbr7gLCL4j4d1p,258022,4
Hot Box,Mila J,1N2G6R3Rtbr7gLCL4j4d1p,27,0.635,0.679,6,-5.163,1,0.0604,0.00845,0.0,0.165,0.453,101.004,audio_features,1N2G6R3Rtbr7gLCL4j4d1p,spotify:track:1N2G6R3Rtbr7gLCL4j4d1p,https://api.spotify.com/v1/tracks/1N2G6R3Rtbr7gLCL4j4d1p,https://api.spotify.com/v1/audio-analysis/1N2G6R3Rtbr7gLCL4j4d1p,258022,4
HIGH,FUFU,6hg9oqygoymFrQXIUlBu8D,31,0.752,0.746,11,-4.319,1,0.0734,0.812,0.0,0.254,0.893,133.081,audio_features,6hg9oqygoymFrQXIUlBu8D,spotify:track:6hg9oqygoymFrQXIUlBu8D,https://api.spotify.com/v1/tracks/6hg9oqygoymFrQXIUlBu8D,https://api.spotify.com/v1/audio-analysis/6hg9oqygoymFrQXIUlBu8D,162150,4
backwoods,mike.,3LXtxniYptzZC88Jh21KYi,49,0.709,0.438,6,-10.176,1,0.0383,0.534,0.000421,0.104,0.39,144.01,audio_features,3LXtxniYptzZC88Jh21KYi,spotify:track:3LXtxniYptzZC88Jh21KYi,https://api.spotify.com/v1/tracks/3LXtxniYptzZC88Jh21KYi,https://api.spotify.com/v1/audio-analysis/3LXtxniYptzZC88Jh21KYi,247204,4
